N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_estimated,time,distance_epsilon,method
464,2154,1,2154,0.1107163671617441,0.25,0.1916936479939025,0.1097,42.10445737838745,0.0010163671617441,msm_100_batches
464,10000,1,10000,0.1335360098421829,0.25,0.0152377618064642,0.1318,716.3639705181122,0.0017360098421828,msm_100_batches
2154,100,1,100,0.040736982438631,0.25,0.5079216999452875,0.0442,4.262970685958862,0.003463017561369,msm_100_batches
2154,464,1,464,0.2143094143318932,0.25,0.2615495518329871,0.2046,9.090811729431152,0.0097094143318932,msm_100_batches
2154,2154,1,2154,0.0545093820095341,0.25,0.3315335272820723,0.0552,44.26628398895264,0.0006906179904658,msm_100_batches
2154,10000,1,10000,0.3168933803059589,0.25,0.0216130657394473,0.3158,670.7224545478821,0.0010933803059589,msm_100_batches
10000,100,1,100,0.4014816186868689,0.25,0.7875518396525072,0.4015,3.621344804763794,1.8381313131088373e-05,msm_100_batches
10000,464,1,464,0.3484002480600892,0.25,0.1065838767888011,0.3383,9.19560480117798,0.0101002480600892,msm_100_batches
10000,2154,1,2154,0.3831056905378852,0.25,0.9152356766139162,0.3877,37.87078714370728,0.0045943094621148,msm_100_batches
10000,10000,1,10000,0.1712270599217599,0.25,0.0354322328876834,0.1698,589.8873600959778,0.0014270599217598,msm_100_batches
100,100,2,200,0.4229257415138388,0.25,0.5724051124346493,0.4262,4.573626518249512,0.0032742584861611,msm_100_batches
100,464,2,928,0.2143843874997212,0.25,0.0448453345890881,0.2111,10.99541687965393,0.0032843874997212,msm_100_batches
100,2154,2,4308,0.4120049352061594,0.25,0.365420747286831,0.4285,65.02837133407593,0.0164950647938406,msm_100_batches
100,10000,2,20000,0.3132480793121469,0.25,0.0189605947818296,0.3147,896.9739902019501,0.0014519206878531,msm_100_batches
464,100,2,200,0.0717115243351224,0.25,0.5279039784081266,0.0549,3.7659010887146,0.0168115243351224,msm_100_batches
464,464,2,928,0.0391934499274739,0.25,0.7400775431590716,0.0422,9.077720880508425,0.003006550072526,msm_100_batches
464,2154,2,4308,0.0091663214565036,0.25,0.0696060747062469,0.0146,63.92538595199585,0.0054336785434963,msm_100_batches
464,10000,2,20000,0.0333624988196782,0.25,0.0551087174186971,0.0337,918.410034418106,0.0003375011803217,msm_100_batches
2154,100,2,200,0.2292919068542159,0.25,0.2166172083287794,0.2215,3.685187101364136,0.0077919068542159,msm_100_batches
2154,464,2,928,0.0566709613837952,0.25,0.7591960493171447,0.045,11.30177402496338,0.0116709613837952,msm_100_batches
2154,2154,2,4308,0.0138916744243349,0.25,0.3356152244922069,0.0192,64.09819388389587,0.005308325575665,msm_100_batches
2154,10000,2,20000,0.3774307406952337,0.25,0.0176549034277083,0.3778,864.3694884777069,0.0003692593047663,msm_100_batches
10000,100,2,200,0.1974252402303197,0.25,0.8619665576670734,0.1897,4.0494115352630615,0.0077252402303197,msm_100_batches
10000,464,2,928,0.3734692478037625,0.25,0.0197750995163442,0.37,11.557762384414673,0.0034692478037625,msm_100_batches
10000,2154,2,4308,0.2262024133732257,0.25,0.3993672225734054,0.2317,51.15261149406433,0.0054975866267742,msm_100_batches
10000,10000,2,20000,0.2250433735003805,0.25,0.0558903811160938,0.2246,929.494658946991,0.0004433735003805,msm_100_batches
100,100,4,400,0.2390362533589154,0.25,0.4032204721058492,0.2491,3.8501791954040527,0.0100637466410845,msm_100_batches
100,464,4,1856,0.237001963281097,0.25,0.7587469310223366,0.2334,12.581173419952393,0.0036019632810969,msm_100_batches
100,2154,4,8616,0.4015816710570848,0.25,0.1664180598171935,0.3809,83.50543165206909,0.0206816710570847,msm_100_batches
100,10000,4,40000,0.2011962599288679,0.25,0.0493663087404213,0.2096,1285.2857339382172,0.008403740071132,msm_100_batches
464,100,4,400,0.4523430801718115,0.25,0.2780850486129828,0.4448,5.634418487548828,0.0075430801718114,msm_100_batches
464,464,4,1856,0.0185305239770179,0.25,0.0037936724093425,0.0094,12.26065444946289,0.0091305239770179,msm_100_batches
464,2154,4,8616,0.3869371713602093,0.25,0.2167833352634373,0.4027,83.36914873123169,0.0157628286397906,msm_100_batches
464,10000,4,40000,0.0628206905688694,0.25,0.0428948552268946,0.0656,1222.4733982086182,0.0027793094311305,msm_100_batches
2154,100,4,400,0.3092567834560427,0.25,0.7288508775192559,0.3051,3.673542499542236,0.0041567834560427,msm_100_batches
2154,464,4,1856,0.0051821306676159,0.25,0.5166887829215384,0.0025,11.265192747116089,0.0026821306676159,msm_100_batches
2154,2154,4,8616,0.2693136412881735,0.25,0.1641031209955341,0.2682,89.56154036521912,0.0011136412881734,msm_100_batches
2154,10000,4,40000,0.0015089783097981,0.25,0.0390264778438371,0.0079,1152.3644018173218,0.0063910216902018,msm_100_batches
10000,100,4,400,0.4755968927451022,0.25,0.3748759435368594,0.465,3.511636734008789,0.0105968927451022,msm_100_batches
10000,464,4,1856,0.452701016851389,0.25,0.7703225253299576,0.482,11.740432024002075,0.029298983148611,msm_100_batches
10000,2154,4,8616,0.3979834709711347,0.25,0.1742396284064938,0.3575,68.55776071548462,0.0404834709711346,msm_100_batches
10000,10000,4,40000,0.4576371599573937,0.25,0.0306605605772129,0.4629,1072.5684325695038,0.0052628400426062,msm_100_batches
