,epsilon,distance_epsilon,mu,distance_mu,time,real_epsilon,real_mu,T,N,edge_per_t,ensemble_size,calibration_batches
180,0.17830000000000001,0.008300000000000002,0.5700000000000001,0.10999999999999988,20.68411135673523,0.17,0.6799999999999999,100,100,16,1,200
181,0.17170000000000002,0.07829999999999998,0.37,0.010000000000000064,15.546757459640503,0.25,0.35999999999999993,100,100,1,1,200
182,0.2099,0.0799,0.67,0.4700000000000001,18.705731630325317,0.13,0.19999999999999998,100,100,8,1,200
183,0.0835,0.0335,0.89,0.6900000000000001,22.827500104904175,0.05,0.19999999999999998,100,100,8,1,200
184,0.27540000000000003,0.014600000000000002,0.0,0.8399999999999999,19.568719148635864,0.29000000000000004,0.8399999999999999,100,100,1,1,200
185,0.037200000000000004,0.027200000000000002,0.3,0.1,21.47644829750061,0.01,0.19999999999999998,100,100,16,1,200
186,0.4509,0.04089999999999999,0.05,0.6299999999999999,15.083647966384888,0.41000000000000003,0.6799999999999999,100,100,1,1,200
187,0.0077,0.0023,0.44,0.23999999999999994,12.048510313034058,0.01,0.6799999999999999,100,100,1,1,200
188,0.0165,0.006500000000000001,0.06,0.21999999999999997,19.696161031723022,0.01,0.27999999999999997,100,100,4,1,200
189,0.1749,0.044899999999999995,0.31,0.36999999999999994,17.492157697677612,0.13,0.6799999999999999,100,100,4,1,200
190,0.0025,0.0075,0.26,0.22,14.181708097457886,0.01,0.04,100,100,1,1,200
191,0.0332,0.0232,0.89,0.53,20.972578287124634,0.01,0.35999999999999993,100,100,16,1,200
192,0.24080000000000001,0.030799999999999994,0.6,0.1600000000000001,21.303398370742798,0.21000000000000002,0.4399999999999999,100,100,16,1,200
193,0.273,0.017000000000000015,0.6,0.1600000000000001,20.91252112388611,0.29000000000000004,0.4399999999999999,100,100,16,1,200
194,0.21230000000000002,0.042300000000000004,0.42,0.3399999999999999,14.375132322311401,0.17,0.7599999999999999,100,100,1,1,200
195,0.0538,0.003799999999999998,0.41000000000000003,0.02999999999999986,14.91713261604309,0.05,0.4399999999999999,100,100,1,1,200
196,0.1293,0.0393,0.15,0.3699999999999999,20.8934109210968,0.09,0.5199999999999999,100,100,4,1,200
