,N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_pgabm,time_pgabm,epsilon_calibration,time_calibration,distance_pgabm_real,distance_calibration_real,compare_all_s,calibration_batches
453,464,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.01818619521455942,0.8742637634277344,0.017400000000000002,50.40499925613403,0.0026872153004315127,0.001901020085872094,False,20
454,464,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.016702915251323194,0.8723204135894775,0.0145,104.81863379478455,0.0012039353371952853,0.0009989799141279076,True,50
455,464,1000,2,2000,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.017616003156572534,0.7259171009063721,0.0166,126.10895848274231,0.002117023242444626,0.0011010200858720919,False,50
456,1000,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.01878628173517392,0.5587477684020996,0.0145,2.4167354106903076,0.003287301821046012,0.0009989799141279076,True,10
457,1000,100,2,200,0.015498979914127908,0.4866820674019881,0.5769778464775016,0.01732553532274764,0.5871622562408447,0.0063,2.8280081748962402,0.0018265554086197323,0.009198979914127908,False,10
458,1000,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2933743748496999,0.09103107452392578,0.30920000000000003,4.836847543716431,0.015014803651128894,0.0008108214991712215,True,20
459,1000,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.29004684769448896,0.0840919017791748,0.308,5.660750150680542,0.018342330806339846,0.0003891785008288129,False,20
460,1000,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.29882219652065084,0.0929722785949707,0.31070000000000003,12.072874069213867,0.009566981980177969,0.002310821499171223,True,50
461,1000,100,2,200,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2958234883582069,0.0758507251739502,0.2883,15.331908464431763,0.012565690142621933,0.020089178500828808,False,50
462,1000,215,2,430,0.3083891785008288,0.4872540801719041,0.9501761192470797,0.2936611772644633,0.15601396560668945,0.3007,4.9890055656433105,0.014728001236365529,0.007689178500828786,True,10
