ensemble_size,calibration_batches,edge_per_t,T,real_epsilon,mu,rho,estimated_epsilon,time_calibration
1,100,4,32,0.42101544617980285,0.06208665755995557,16,0.3275,1.8557562828063965
1,100,4,64,0.430013974341444,0.2694155321708264,16,0.4078,3.3060765266418457
1,100,4,128,0.18829015737288723,0.48689176917916127,16,0.2054,5.694648504257202
1,100,16,32,0.3509382648781552,0.12017781242456943,16,0.3608,2.2867953777313232
1,100,16,64,0.46843419065454683,0.4221649742828566,16,0.41960000000000003,3.2986104488372803
1,100,16,128,0.01855633224699721,0.34692770568694986,16,0.060700000000000004,6.059902191162109
1,100,64,32,0.3203913522259231,0.4006653516015963,16,0.38270000000000004,1.8747096061706543
1,100,64,64,0.19603293446519343,0.14193375798670133,16,0.2152,3.1295957565307617
1,100,64,128,0.3465471722506898,0.33427536201144525,16,0.342,5.846771240234375
1,200,1,32,0.129059996357699,0.13780944817718993,16,0.16870000000000002,3.2738819122314453
1,200,1,64,0.21055381250252608,0.47894476507525097,16,0.1636,5.536118030548096
1,200,1,128,0.20708963476345132,0.02497672947304358,16,0.23800000000000002,10.061335802078247
1,200,4,32,0.42101544617980285,0.06208665755995557,16,0.2348,3.817347288131714
1,200,4,64,0.430013974341444,0.2694155321708264,16,0.0236,6.701617002487183
1,200,4,128,0.18829015737288723,0.48689176917916127,16,0.0664,11.863363027572632
1,200,16,32,0.3509382648781552,0.12017781242456943,16,0.058600000000000006,4.039689779281616
1,200,16,64,0.46843419065454683,0.4221649742828566,16,0.4817,7.13423752784729
1,200,16,128,0.01855633224699721,0.34692770568694986,16,0.1109,11.988167762756348
1,200,64,32,0.3203913522259231,0.4006653516015963,16,0.36260000000000003,4.041012525558472
1,200,64,64,0.19603293446519343,0.14193375798670133,16,0.1759,6.706316947937012
1,200,64,128,0.3465471722506898,0.33427536201144525,16,0.401,11.584484577178955
1,400,1,32,0.129059996357699,0.13780944817718993,16,0.2272,6.884475231170654
1,400,1,64,0.21055381250252608,0.47894476507525097,16,0.1331,11.4252450466156
1,400,1,128,0.20708963476345132,0.02497672947304358,16,0.15610000000000002,19.318453550338745
1,400,4,32,0.42101544617980285,0.06208665755995557,16,0.4907,7.817503929138184
1,400,4,64,0.430013974341444,0.2694155321708264,16,0.4737,13.326886892318726
1,400,4,128,0.18829015737288723,0.48689176917916127,16,0.1978,23.850788116455078
1,400,16,32,0.3509382648781552,0.12017781242456943,16,0.3169,7.729612588882446
1,400,16,64,0.46843419065454683,0.4221649742828566,16,0.4469,13.366971254348755
1,400,16,128,0.01855633224699721,0.34692770568694986,16,0.0724,24.072190523147583
1,400,64,32,0.3203913522259231,0.4006653516015963,16,0.2672,8.382410287857056
1,400,64,64,0.19603293446519343,0.14193375798670133,16,0.1792,13.82655644416809
1,400,64,128,0.3465471722506898,0.33427536201144525,16,0.3274,23.880582094192505
2,100,1,32,0.129059996357699,0.13780944817718993,16,0.07880000000000001,2.9016621112823486
2,100,1,64,0.21055381250252608,0.47894476507525097,16,0.1957,4.96472954750061
2,100,1,128,0.20708963476345132,0.02497672947304358,16,0.1915,9.24832820892334
2,100,4,32,0.42101544617980285,0.06208665755995557,16,0.46140000000000003,3.4747862815856934
2,100,4,64,0.430013974341444,0.2694155321708264,16,0.3587,6.09075927734375
2,100,4,128,0.18829015737288723,0.48689176917916127,16,0.1928,11.477571725845337
2,100,16,32,0.3509382648781552,0.12017781242456943,16,0.3783,3.4108448028564453
2,100,16,64,0.46843419065454683,0.4221649742828566,16,0.44070000000000004,6.246943950653076
2,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0304,11.654530763626099
2,100,64,32,0.3203913522259231,0.4006653516015963,16,0.3406,3.5335426330566406
2,100,64,64,0.19603293446519343,0.14193375798670133,16,0.2132,6.5016539096832275
2,100,64,128,0.3465471722506898,0.33427536201144525,16,0.4137,11.52640151977539
2,200,1,32,0.129059996357699,0.13780944817718993,16,0.11900000000000001,5.9123125076293945
2,200,1,64,0.21055381250252608,0.47894476507525097,16,0.1794,9.866026163101196
2,200,1,128,0.20708963476345132,0.02497672947304358,16,0.1598,18.906683206558228
2,200,4,32,0.42101544617980285,0.06208665755995557,16,0.3075,7.018824815750122
2,200,4,64,0.430013974341444,0.2694155321708264,16,0.4641,12.60914134979248
2,200,4,128,0.18829015737288723,0.48689176917916127,16,0.2117,23.53513240814209
2,200,16,32,0.3509382648781552,0.12017781242456943,16,0.44160000000000005,6.864990472793579
2,200,16,64,0.46843419065454683,0.4221649742828566,16,0.49670000000000003,12.590708255767822
2,200,16,128,0.01855633224699721,0.34692770568694986,16,0.015600000000000001,23.006115436553955
2,200,64,32,0.3203913522259231,0.4006653516015963,16,0.2969,7.018234729766846
2,200,64,64,0.19603293446519343,0.14193375798670133,16,0.2081,12.529701471328735
2,200,64,128,0.3465471722506898,0.33427536201144525,16,0.32180000000000003,23.48652219772339
2,400,1,32,0.129059996357699,0.13780944817718993,16,0.1308,11.844135761260986
2,400,1,64,0.21055381250252608,0.47894476507525097,16,0.13870000000000002,20.609692335128784
2,400,1,128,0.20708963476345132,0.02497672947304358,16,0.1479,36.915043354034424
2,400,4,32,0.42101544617980285,0.06208665755995557,16,0.48650000000000004,13.789087772369385
2,400,4,64,0.430013974341444,0.2694155321708264,16,0.40490000000000004,24.49389410018921
2,400,4,128,0.18829015737288723,0.48689176917916127,16,0.2361,48.17673063278198
2,400,16,32,0.3509382648781552,0.12017781242456943,16,0.2093,16.020568132400513
2,400,16,64,0.46843419065454683,0.4221649742828566,16,0.4867,24.766699075698853
2,400,16,128,0.01855633224699721,0.34692770568694986,16,0.0658,46.12039756774902
2,400,64,32,0.3203913522259231,0.4006653516015963,16,0.2897,13.944035768508911
2,400,64,64,0.19603293446519343,0.14193375798670133,16,0.14880000000000002,24.737586736679077
2,400,64,128,0.3465471722506898,0.33427536201144525,16,0.3635,46.683173179626465
4,100,1,32,0.129059996357699,0.13780944817718993,16,0.16190000000000002,5.37977933883667
4,100,1,64,0.21055381250252608,0.47894476507525097,16,0.22130000000000002,9.885642051696777
4,100,1,128,0.20708963476345132,0.02497672947304358,16,0.1706,18.371679067611694
4,100,4,32,0.42101544617980285,0.06208665755995557,16,0.3534,6.564934253692627
4,100,4,64,0.430013974341444,0.2694155321708264,16,0.2924,11.727262496948242
4,100,4,128,0.18829015737288723,0.48689176917916127,16,0.1938,22.437010288238525
4,100,16,32,0.3509382648781552,0.12017781242456943,16,0.391,6.730252027511597
4,100,16,64,0.46843419065454683,0.4221649742828566,16,0.49520000000000003,11.977741956710815
4,100,16,128,0.01855633224699721,0.34692770568694986,16,0.0149,22.84883975982666
4,100,64,32,0.3203913522259231,0.4006653516015963,16,0.3038,6.4546849727630615
4,100,64,64,0.19603293446519343,0.14193375798670133,16,0.1364,12.210852861404419
4,100,64,128,0.3465471722506898,0.33427536201144525,16,0.3588,23.24035882949829
4,200,1,32,0.129059996357699,0.13780944817718993,16,0.19310000000000002,11.460005521774292
4,200,1,64,0.21055381250252608,0.47894476507525097,16,0.1915,19.629406452178955
4,200,1,128,0.20708963476345132,0.02497672947304358,16,0.1572,37.449527740478516
4,200,4,32,0.42101544617980285,0.06208665755995557,16,0.4615,13.316330194473267
4,200,4,64,0.430013974341444,0.2694155321708264,16,0.3392,24.007166385650635
4,200,4,128,0.18829015737288723,0.48689176917916127,16,0.1325,45.13325095176697
4,200,16,32,0.3509382648781552,0.12017781242456943,16,0.3408,13.115140438079834
4,200,16,64,0.46843419065454683,0.4221649742828566,16,0.463,24.090068101882935
4,200,16,128,0.01855633224699721,0.34692770568694986,16,0.061500000000000006,46.03575110435486
4,200,64,32,0.3203913522259231,0.4006653516015963,16,0.3638,13.30344557762146
4,200,64,64,0.19603293446519343,0.14193375798670133,16,0.16740000000000002,23.67647361755371
4,200,64,128,0.3465471722506898,0.33427536201144525,16,0.35400000000000004,46.519028663635254
4,400,1,32,0.129059996357699,0.13780944817718993,16,0.1105,21.908427953720093
4,400,1,64,0.21055381250252608,0.47894476507525097,16,0.2401,39.34755563735962
4,400,1,128,0.20708963476345132,0.02497672947304358,16,0.1671,74.32546377182007
4,400,4,32,0.42101544617980285,0.06208665755995557,16,0.49720000000000003,26.258516788482666
4,400,4,64,0.430013974341444,0.2694155321708264,16,0.453,47.851837396621704
4,400,4,128,0.18829015737288723,0.48689176917916127,16,0.1394,91.30743265151978
4,400,16,32,0.3509382648781552,0.12017781242456943,16,0.2743,27.439310550689697
4,400,16,64,0.46843419065454683,0.4221649742828566,16,0.4748,48.073529958724976
4,400,16,128,0.01855633224699721,0.34692770568694986,16,0.06910000000000001,92.16508984565735
4,400,64,32,0.3203913522259231,0.4006653516015963,16,0.3309,26.03439712524414
4,400,64,64,0.19603293446519343,0.14193375798670133,16,0.16290000000000002,49.316569805145264
4,400,64,128,0.3465471722506898,0.33427536201144525,16,0.3569,96.84149312973022
