N,T,edge_per_t,tot_edges,epsilon,epsilon0,mu,epsilon_pgabm,time_pgabm,epochs_pgabm,distance_epsilon_pgabm,epsilon_msm_20_batches,time_msm_20_batches,distance_epsilon_msm_20_batches,epsilon_msm_50_batches,time_msm_50_batches,distance_epsilon_msm_50_batches,epsilon_msm_100_batches,time_msm_100_batches,distance_epsilon_msm_100_batches
1000,100,16,1600,0.11412455230769297,0.25,0.13280748458041103,0.11327690304700926,0.10311436653137207,198,0.0008476492606837166,0.10490000000000001,0.7092251777648926,0.009224552307692965,0.1129,1.759533166885376,0.001224552307692972,0.1092,3.537665605545044,0.004924552307692967
1000,316,16,5056,0.08725059378637201,0.25,0.2996718193225559,0.08636467532340132,0.1696014404296875,252,0.000885918462970689,0.1008,2.5994837284088135,0.01354940621362799,0.08,5.167452573776245,0.007250593786372009,0.10360000000000001,10.890342712402344,0.016349406213628
1000,1000,16,16000,0.019867843287925624,0.25,0.065863168255918,0.037500491531162146,0.4331786632537842,409,0.017632648243236522,0.0477,9.455787420272827,0.027832156712074375,0.032100000000000004,23.101860284805298,0.01223215671207438,0.0402,46.20949625968933,0.020332156712074376
100,100,32,3200,0.07378441884997378,0.25,0.4711681697632581,0.07758071719664406,0.16341757774353027,321,0.0037962983466702793,0.1525,1.1791644096374512,0.07871558115002622,0.1998,2.9367833137512207,0.12601558115002623,0.17900000000000002,5.87682032585144,0.10521558115002624
100,316,32,10112,0.4257194534734954,0.25,0.16982035266416387,0.41795983925877983,0.15893864631652832,227,0.007759614214715549,0.4088,4.315391540527344,0.016919453473495383,0.4567,10.554836750030518,0.030980546526504615,0.42060000000000003,21.006871461868286,0.00511945347349535
100,1000,32,32000,0.05231795587247928,0.25,0.059221346943864016,0.060741747823685056,0.3659322261810303,370,0.008423791951205774,0.013300000000000001,18.61449885368347,0.03901795587247928,0.0913,45.95902156829834,0.038982044127520724,0.0935,92.44243597984314,0.04118204412752072
316,100,32,3200,0.1118225227636589,0.25,0.4090859591392697,0.11267160718684066,0.10548973083496094,202,0.0008490844231817674,0.31520000000000004,1.17746901512146,0.20337747723634114,0.11320000000000001,2.9646029472351074,0.0013774772363411153,0.10980000000000001,5.917351484298706,0.002022522763658885
316,316,32,10112,0.016378599872988564,0.25,0.16895929783280192,0.03733667606024377,0.2640345096588135,408,0.020958076187255203,0.032600000000000004,4.340693473815918,0.01622140012701144,0.0344,10.56292200088501,0.018021400127011436,0.0351,21.159528970718384,0.018721400127011435
316,1000,32,32000,0.3381783177256393,0.25,0.046411753606034174,0.3352073707043987,0.1529383659362793,124,0.0029709470212405664,0.328,18.620137214660645,0.010178317725639263,0.3438,46.06692910194397,0.0056216822743607175,0.34290000000000004,92.83003616333008,0.004721682274360761
1000,100,32,3200,0.1158515707323598,0.25,0.45443824275229805,0.11331682519313528,0.10302472114562988,198,0.002534745539224517,0.34040000000000004,1.188507080078125,0.22454842926764024,0.12760000000000002,2.981724262237549,0.01174842926764022,0.1263,6.484206199645996,0.010448429267640197
1000,316,32,10112,0.20679585890088215,0.25,0.16985576666672564,0.20767071787384944,0.09332513809204102,135,0.0008748589729672962,0.2212,4.355847120285034,0.014404141099117862,0.186,10.627271890640259,0.020795858900882147,0.1852,21.250898838043213,0.021595858900882142
1000,1000,32,32000,0.06965058566186338,0.25,0.057687690047104084,0.07172129897997848,0.3218083381652832,296,0.0020707133181150916,0.0649,18.218183279037476,0.004750585661863385,0.0534,46.99286198616028,0.01625058566186338,0.052700000000000004,92.8189549446106,0.01695058566186338
